customer_id,month,usage_hours,sessions,feature_adoption_pct,api_calls
CUST-100825,2026-05,370.0,51,34.0,2821
CUST-100825,2026-06,370.0,53,13.3,3603
CUST-100825,2026-07,321.2,37,50.4,2252
CUST-100825,2026-08,311.1,50,41.6,3819
CUST-100826,2026-03,216.9,32,54.4,2594
CUST-100826,2026-04,162.9,22,62.6,1626
CUST-100826,2026-05,206.5,25,42.5,2172
CUST-100826,2026-06,199.4,30,44.5,2318
CUST-100826,2026-07,226.3,25,56.5,1715
CUST-100826,2026-08,159.7,11,58.8,1309
CUST-100827,2026-03,161.1,23,34.6,1652
CUST-100827,2026-04,159.2,24,52.2,1478
CUST-100827,2026-05,131.1,19,56.7,1532
CUST-100827,2026-06,121.6,13,64.2,893
CUST-100827,2026-07,92.6,14,24.8,974
CUST-100827,2026-08,85.8,13,29.8,650
CUST-100828,2026-03,88.2,6,71.7,573
CUST-100828,2026-04,70.7,16,77.5,840
CUST-100828,2026-05,84.7,10,48.8,842
CUST-100828,2026-06,67.6,14,45.0,671
CUST-100828,2026-07,71.2,12,43.7,862
CUST-100828,2026-08,60.7,10,49.5,418
CUST-100829,2026-03,354.3,50,61.2,4960
CUST-100829,2026-04,381.9,56,34.7,3694
CUST-100829,2026-05,287.8,33,45.7,2251
CUST-100829,2026-06,268.2,36,47.8,3431
CUST-100829,2026-07,280.8,40,51.7,2899
CUST-100829,2026-08,296.7,41,36.6,2525
CUST-100830,2026-03,71.5,7,45.0,571
CUST-100830,2026-04,81.9,5,57.1,963
CUST-100830,2026-05,69.6,1,55.7,867
CUST-100830,2026-06,69.4,3,47.1,626
CUST-100830,2026-07,65.1,8,30.1,613
CUST-100830,2026-08,64.7,12,39.1,529
CUST-100831,2026-03,356.1,55,52.1,3245
CUST-100831,2026-04,403.4,57,36.2,4394
CUST-100831,2026-05,397.4,51,39.1,4765
CUST-100831,2026-06,405.2,66,51.4,4565
CUST-100831,2026-07,417.4,58,33.9,3825
CUST-100831,2026-08,384.9,57,51.6,5015
CUST-100832,2026-03,79.5,12,52.0,921
CUST-100832,2026-04,72.4,4,45.9,619
CUST-100832,2026-05,67.4,8,57.7,754
CUST-100832,2026-06,78.6,5,72.1,717
CUST-100832,2026-07,80.3,6,57.2,619
CUST-100832,2026-08,84.8,5,47.7,858
CUST-100833,2026-03,192.4,33,38.1,2256
CUST-100833,2026-04,221.9,33,60.5,2292
CUST-100833,2026-05,188.0,32,39.7,1399
CUST-100833,2026-06,173.8,20,45.7,1617
CUST-100833,2026-07,197.7,26,56.3,1752
CUST-100833,2026-08,182.0,22,52.6,1829
CUST-100834,2026-03,74.4,15,51.3,684
CUST-100834,2026-04,87.8,19,52.5,864
CUST-100834,2026-05,83.6,9,57.3,744
CUST-100834,2026-06,82.2,12,60.7,752
CUST-100834,2026-07,89.6,16,39.6,953
CUST-100834,2026-08,84.5,6,48.0,704
CUST-100835,2026-03,189.8,27,54.4,1377
CUST-100835,2026-04,173.6,26,61.2,1377
CUST-100835,2026-05,157.5,22,58.0,1377
CUST-100835,2026-06,160.8,22,31.1,1456
CUST-100835,2026-07,140.6,14,43.6,1288
CUST-100835,2026-08,117.1,17,35.4,840
CUST-100836,2026-03,85.0,7,53.6,800
CUST-100836,2026-04,76.0,11,74.5,841
CUST-100836,2026-05,61.5,7,23.7,630
CUST-100836,2026-06,64.4,17,51.5,546
CUST-100836,2026-07,46.7,7,53.8,440
CUST-100836,2026-08,35.5,8,33.3,219
CUST-100837,2026-03,66.5,15,48.8,657
CUST-100837,2026-04,81.2,12,50.2,801
CUST-100837,2026-05,89.2,4,55.1,998
CUST-100837,2026-06,73.4,2,75.2,547
CUST-100837,2026-07,79.9,14,57.2,809
CUST-100837,2026-08,93.8,20,41.1,717
CUST-100838,2026-03,187.6,25,45.2,1421
CUST-100838,2026-04,156.4,24,42.1,1664
CUST-100838,2026-05,179.1,26,72.4,1395
CUST-100838,2026-06,160.7,23,40.4,1435
CUST-100838,2026-07,174.8,28,39.0,1716
CUST-100838,2026-08,195.6,26,75.0,1882
CUST-100839,2026-03,170.9,24,42.4,2064
CUST-100839,2026-04,179.7,19,48.3,1965
CUST-100839,2026-05,188.4,30,36.4,1745
CUST-100839,2026-06,191.7,25,48.3,1886
CUST-100839,2026-07,199.8,24,53.9,1551
CUST-100839,2026-08,169.5,22,59.2,1440
CUST-100840,2026-03,398.9,60,72.4,4316
CUST-100840,2026-04,451.2,57,40.9,3860
CUST-100840,2026-05,377.4,48,51.9,3889
CUST-100840,2026-06,415.5,57,45.1,4624
CUST-100840,2026-07,385.6,52,51.8,2117
CUST-100840,2026-08,404.6,67,68.5,3699
CUST-100841,2026-03,351.3,52,57.6,3939
CUST-100841,2026-04,401.2,52,59.4,4643
CUST-100841,2026-05,417.6,64,55.4,3546
CUST-100841,2026-06,390.9,57,69.9,4577
CUST-100841,2026-07,357.9,55,59.1,3884
CUST-100841,2026-08,334.7,49,57.3,2716
CUST-100842,2026-03,204.8,30,55.8,2252
CUST-100842,2026-04,185.9,20,46.2,1705
CUST-100842,2026-05,193.2,23,60.9,1594
CUST-100842,2026-06,186.7,28,61.8,1970
CUST-100842,2026-07,161.2,20,63.4,1268
CUST-100842,2026-08,170.7,25,62.0,1653
CUST-100843,2026-03,197.8,34,53.2,1328
CUST-100843,2026-04,193.9,28,54.0,1307
CUST-100843,2026-05,180.6,23,40.0,1148
CUST-100843,2026-06,160.4,25,64.0,1257
CUST-100843,2026-07,168.6,26,41.6,1061
CUST-100843,2026-08,182.6,25,50.1,1538
CUST-100844,2026-03,337.4,44,52.7,2490
CUST-100844,2026-04,359.4,49,47.6,2457
CUST-100844,2026-05,417.7,62,58.4,2161
CUST-100844,2026-06,406.7,69,63.3,3199
CUST-100844,2026-07,359.9,56,34.5,2787
CUST-100844,2026-08,398.0,59,58.8,4469
CUST-100845,2026-03,97.8,19,58.7,892
CUST-100845,2026-04,68.5,17,56.9,678
CUST-100845,2026-05,62.5,5,34.4,685
CUST-100845,2026-06,53.7,3,48.5,508
CUST-100845,2026-07,45.7,10,45.1,406
CUST-100845,2026-08,44.9,10,38.1,524
CUST-100846,2026-03,867.0,122,35.8,8103
CUST-100846,2026-04,860.3,119,39.6,9343
CUST-100846,2026-05,950.1,135,69.8,5947
CUST-100846,2026-06,759.1,110,62.8,6193
CUST-100846,2026-07,822.2,120,58.0,6168
CUST-100846,2026-08,837.4,118,58.8,10709
CUST-100847,2026-03,72.4,13,65.0,795
CUST-100847,2026-04,76.6,14,31.5,478
CUST-100847,2026-05,77.1,7,51.9,720
CUST-100847,2026-06,86.7,12,50.3,866
CUST-100847,2026-07,69.0,4,66.6,443
CUST-100847,2026-08,52.9,1,34.7,367
CUST-100848,2026-03,93.4,18,42.7,1007
CUST-100848,2026-04,84.1,18,62.6,763
CUST-100848,2026-05,74.1,12,46.6,640
CUST-100848,2026-06,82.3,20,42.0,783
CUST-100848,2026-07,81.5,14,46.4,706
CUST-100848,2026-08,86.9,13,64.7,510
CUST-100849,2026-03,382.8,57,63.1,2752
CUST-100849,2026-04,396.7,62,63.3,4496
CUST-100849,2026-05,405.8,49,43.4,4941
CUST-100849,2026-06,397.6,57,51.3,3986
CUST-100849,2026-07,414.9,62,60.6,4189
CUST-100849,2026-08,405.9,53,61.7,4193
CUST-100850,2026-03,179.8,19,61.6,1237
CUST-100850,2026-04,147.8,14,61.2,1126
CUST-100850,2026-05,183.7,26,69.8,1756
CUST-100850,2026-06,143.4,19,53.8,1000
CUST-100850,2026-07,111.6,11,53.0,633
CUST-100850,2026-08,101.0,9,52.2,885
CUST-100851,2026-03,177.1,26,73.3,1512
CUST-100851,2026-04,208.2,29,73.6,1705
CUST-100851,2026-05,211.1,25,64.6,1676
CUST-100851,2026-06,188.3,30,37.2,1472
CUST-100851,2026-07,198.4,26,45.9,949
CUST-100851,2026-08,200.9,28,58.5,2570
CUST-100852,2026-03,178.8,26,84.2,1322
CUST-100852,2026-04,146.8,19,51.6,1222
CUST-100852,2026-05,186.0,23,67.8,1566
CUST-100852,2026-06,144.3,18,70.7,1512
CUST-100852,2026-07,148.0,17,61.8,802
CUST-100852,2026-08,118.1,16,20.3,872
CUST-100853,2026-03,174.9,28,46.6,1565
CUST-100853,2026-04,196.6,31,46.3,1189
CUST-100853,2026-05,186.0,27,53.4,1128
CUST-100853,2026-06,180.0,24,55.6,2136
CUST-100853,2026-07,172.2,24,47.4,2073
CUST-100853,2026-08,241.5,35,51.9,2811
CUST-100854,2026-03,179.7,26,40.7,1157
CUST-100854,2026-04,171.6,22,37.5,1562
CUST-100854,2026-05,184.9,24,34.8,2027
CUST-100854,2026-06,189.5,31,48.0,1449
CUST-100854,2026-07,155.5,25,52.9,934
CUST-100854,2026-08,189.1,35,59.2,1543
CUST-100855,2026-03,183.8,18,49.0,2454
CUST-100855,2026-04,186.0,24,49.4,2180
CUST-100855,2026-05,125.3,15,58.9,966
CUST-100855,2026-06,149.7,17,61.8,1924
CUST-100855,2026-07,107.5,13,29.3,1400
CUST-100855,2026-08,81.3,12,52.0,794
CUST-100856,2026-03,84.9,16,70.0,605
CUST-100856,2026-04,80.8,14,39.1,666
CUST-100856,2026-05,71.1,9,61.7,515
CUST-100856,2026-06,76.4,10,33.2,632
CUST-100856,2026-07,71.8,14,59.6,437
CUST-100856,2026-08,68.6,15,48.4,553
CUST-100857,2026-03,179.7,28,54.4,1321
CUST-100857,2026-04,180.0,32,62.8,1702
CUST-100857,2026-05,186.1,30,53.8,1589
CUST-100857,2026-06,121.4,11,52.8,1002
CUST-100857,2026-07,102.3,18,56.0,685
CUST-100857,2026-08,75.6,11,46.3,679
CUST-100858,2026-03,351.6,46,66.5,2421
CUST-100858,2026-04,346.4,54,69.2,3154
CUST-100858,2026-05,306.3,44,31.6,2125
CUST-100858,2026-06,330.1,54,58.2,2913
CUST-100858,2026-07,322.4,50,44.8,2699
CUST-100858,2026-08,305.8,37,51.2,2429
CUST-100859,2026-03,380.4,58,59.8,3722
CUST-100859,2026-04,412.6,59,52.2,3200
CUST-100859,2026-05,392.7,61,35.3,3269
CUST-100859,2026-06,425.3,64,58.3,3985
CUST-100859,2026-07,384.7,48,59.9,3011
CUST-100859,2026-08,389.0,55,74.2,3245
CUST-100860,2026-03,473.4,65,48.5,4979
CUST-100860,2026-04,351.3,53,49.6,3752
CUST-100860,2026-05,396.7,58,52.8,3773
CUST-100860,2026-06,361.8,59,68.2,3838
CUST-100860,2026-07,460.1,65,61.6,3998
CUST-100860,2026-08,410.0,61,58.3,4196
CUST-100861,2026-03,89.4,5,59.3,765
CUST-100861,2026-04,73.8,9,43.6,743
CUST-100861,2026-05,85.3,5,64.2,772
CUST-100861,2026-06,84.1,14,63.3,643
CUST-100861,2026-07,80.6,11,55.1,405
CUST-100861,2026-08,85.9,15,55.6,520
CUST-100862,2026-03,146.0,23,76.1,995
CUST-100862,2026-04,194.8,36,53.6,1741
CUST-100862,2026-05,196.6,32,44.4,2338
CUST-100862,2026-06,197.1,27,75.1,2012
CUST-100862,2026-07,149.6,17,62.1,1268
CUST-100862,2026-08,144.1,22,49.4,1157
CUST-100863,2026-03,359.7,58,68.7,3157
CUST-100863,2026-04,380.6,53,46.4,3930
CUST-100863,2026-05,392.4,55,55.6,3881
CUST-100863,2026-06,308.8,47,56.0,2682
CUST-100863,2026-07,301.9,47,61.2,2768
CUST-100863,2026-08,366.0,58,46.8,2572
CUST-100864,2026-03,79.5,11,44.2,1002
CUST-100864,2026-04,84.6,6,57.8,783
CUST-100864,2026-05,74.3,5,55.1,543
CUST-100864,2026-06,69.0,7,48.4,668
CUST-100864,2026-07,52.9,7,38.4,207
CUST-100864,2026-08,50.6,4,33.5,551
CUST-100865,2026-03,83.6,11,68.0,412
CUST-100865,2026-04,74.5,11,62.8,666
CUST-100865,2026-05,79.8,11,60.5,795
CUST-100865,2026-06,68.4,13,52.6,528
CUST-100865,2026-07,68.2,13,37.7,546
CUST-100865,2026-08,68.7,7,54.5,558
CUST-100866,2026-03,82.2,8,44.7,426
CUST-100866,2026-04,64.2,14,66.0,646
CUST-100866,2026-05,75.5,12,27.8,837
CUST-100866,2026-06,57.9,6,42.3,560
CUST-100866,2026-07,66.3,1,43.7,448
CUST-100866,2026-08,64.5,7,57.1,433
CUST-100867,2026-03,82.0,16,46.8,846
CUST-100867,2026-04,66.5,10,40.2,515
CUST-100867,2026-05,70.4,13,45.5,633
CUST-100867,2026-06,55.5,10,61.9,549
CUST-100867,2026-07,52.7,9,50.4,321
CUST-100867,2026-08,38.5,5,40.9,343
CUST-100868,2026-03,820.4,121,70.5,5572
CUST-100868,2026-04,724.0,103,48.6,6599
CUST-100868,2026-05,670.7,97,54.2,2939
CUST-100868,2026-06,533.6,67,45.0,5408
CUST-100868,2026-07,564.0,80,30.6,5492
CUST-100868,2026-08,530.1,71,32.1,4290
CUST-100869,2026-03,177.5,15,58.9,1518
CUST-100869,2026-04,174.3,27,60.1,2006
CUST-100869,2026-05,174.4,20,64.0,1683
CUST-100869,2026-06,184.0,22,49.2,1713
CUST-100869,2026-07,171.2,20,76.7,1697
CUST-100869,2026-08,152.2,28,53.3,1469
CUST-100870,2026-03,198.4,32,64.1,1550
CUST-100870,2026-04,185.4,22,42.6,898
CUST-100870,2026-05,170.9,25,98.0,1439
CUST-100870,2026-06,197.1,26,42.0,1526
CUST-100870,2026-07,168.5,29,64.5,1502
CUST-100870,2026-08,161.8,18,61.9,1554
CUST-100871,2026-03,1021.4,146,53.5,8489
CUST-100871,2026-04,779.5,112,57.5,7613
CUST-100871,2026-05,673.1,101,56.5,4567
CUST-100871,2026-06,809.9,118,41.1,7296
CUST-100871,2026-07,630.2,95,31.5,6095
CUST-100871,2026-08,454.5,61,29.2,3270
CUST-100872,2026-03,203.1,30,60.0,2362
CUST-100872,2026-04,161.1,16,46.9,1169
CUST-100872,2026-05,137.8,21,27.5,1497
CUST-100872,2026-06,128.9,12,45.2,1162
CUST-100872,2026-07,116.6,17,43.4,1250
CUST-100872,2026-08,86.2,6,33.1,643
CUST-100873,2026-03,183.0,26,57.7,2053
CUST-100873,2026-04,173.7,26,51.0,1839
CUST-100873,2026-05,159.0,21,49.3,1186
CUST-100873,2026-06,158.7,19,60.7,1324
CUST-100873,2026-07,160.2,20,48.8,1490
CUST-100873,2026-08,143.8,15,48.2,1370
CUST-100874,2026-03,192.4,25,61.7,907
CUST-100874,2026-04,171.5,23,55.1,2163
CUST-100874,2026-05,174.9,27,54.9,1154
CUST-100874,2026-06,142.6,25,73.0,1746
CUST-100874,2026-07,123.1,13,65.8,1784
CUST-100874,2026-08,134.3,14,27.7,1202
CUST-100875,2026-03,420.5,54,68.8,2797
CUST-100875,2026-04,469.4,72,61.8,4015
CUST-100875,2026-05,387.8,51,59.2,2680
CUST-100875,2026-06,406.5,57,40.5,3866
CUST-100875,2026-07,406.3,52,43.9,2338
CUST-100875,2026-08,400.7,56,51.0,3533
CUST-100876,2026-03,855.5,120,42.6,8136
CUST-100876,2026-04,872.1,124,50.6,5470
CUST-100876,2026-05,972.3,141,48.8,9432
CUST-100876,2026-06,1048.2,158,53.7,9713
CUST-100876,2026-07,959.8,139,46.5,8739
CUST-100876,2026-08,1050.6,153,71.5,10369
CUST-100877,2026-03,161.1,16,91.2,1256
CUST-100877,2026-04,166.3,18,60.8,1162
CUST-100877,2026-05,132.8,15,40.0,1241
CUST-100877,2026-06,98.1,11,67.5,749
CUST-100877,2026-07,83.3,12,29.7,812
CUST-100877,2026-08,71.9,8,42.2,542
CUST-100878,2026-03,75.0,13,31.3,806
CUST-100878,2026-04,84.8,7,44.0,806
CUST-100878,2026-05,71.7,10,56.0,574
CUST-100878,2026-06,71.7,8,43.2,658
CUST-100878,2026-07,94.1,11,63.5,795
CUST-100878,2026-08,95.2,16,62.6,990
CUST-100879,2026-03,405.5,54,60.7,4542
CUST-100879,2026-04,352.5,49,10.8,4106
CUST-100879,2026-05,343.0,51,54.5,2748
CUST-100879,2026-06,346.1,46,44.2,1772
CUST-100879,2026-07,352.4,54,48.3,3865
CUST-100879,2026-08,285.6,42,50.1,3497
CUST-100880,2026-03,177.3,19,61.4,1433
CUST-100880,2026-04,159.1,21,39.5,615
CUST-100880,2026-05,215.0,33,48.4,2016
CUST-100880,2026-06,189.5,22,40.7,2280
CUST-100880,2026-07,176.2,31,49.1,1847
CUST-100880,2026-08,198.0,33,95.4,2143
CUST-100881,2026-03,69.7,7,49.9,642
CUST-100881,2026-04,81.2,7,70.1,814
CUST-100881,2026-05,78.4,11,56.4,351
CUST-100881,2026-06,78.2,11,50.9,712
CUST-100881,2026-07,62.3,12,65.3,364
CUST-100881,2026-08,82.7,11,70.7,609
CUST-100882,2026-03,195.0,20,50.3,2125
CUST-100882,2026-04,174.4,26,56.2,1235
CUST-100882,2026-05,159.7,17,49.2,1326
CUST-100882,2026-06,148.9,24,46.8,1132
CUST-100882,2026-07,90.7,9,45.1,996
CUST-100882,2026-08,86.4,15,38.4,587
CUST-100883,2026-03,324.9,55,52.6,3584
CUST-100883,2026-04,368.9,50,48.1,2769
CUST-100883,2026-05,369.0,52,69.6,2981
CUST-100883,2026-06,407.5,62,34.1,3468
CUST-100883,2026-07,441.3,62,46.0,2391
CUST-100883,2026-08,426.6,65,58.0,4532
CUST-100884,2026-03,395.9,53,66.1,5431
CUST-100884,2026-04,373.5,56,76.0,2579
CUST-100884,2026-05,359.9,49,60.9,1320
CUST-100884,2026-06,344.4,47,60.5,3292
CUST-100884,2026-07,293.8,47,61.0,2877
CUST-100884,2026-08,308.8,43,60.3,2190
CUST-100885,2026-03,74.7,11,63.8,499
CUST-100885,2026-04,81.1,11,64.0,556
CUST-100885,2026-05,89.8,13,77.1,877
CUST-100885,2026-06,63.6,10,43.8,667
CUST-100885,2026-07,77.4,15,62.2,618
CUST-100885,2026-08,105.0,13,43.0,904
CUST-100886,2026-03,357.2,48,60.7,2724
CUST-100886,2026-04,337.1,48,43.9,3352
CUST-100886,2026-05,355.6,47,68.9,3378
CUST-100886,2026-06,363.7,46,54.7,1741
CUST-100886,2026-07,298.0,38,75.1,1588
CUST-100886,2026-08,343.9,52,44.7,3366
CUST-100887,2026-03,84.4,20,57.4,741
CUST-100887,2026-04,69.7,6,53.8,592
CUST-100887,2026-05,67.8,7,34.3,555
CUST-100887,2026-06,63.5,6,36.2,488
CUST-100887,2026-07,44.9,1,47.8,215
CUST-100887,2026-08,43.9,5,52.1,400
CUST-100888,2026-03,352.2,47,58.4,3487
CUST-100888,2026-04,339.0,45,49.8,3188
CUST-100888,2026-05,375.4,57,47.3,2880
CUST-100888,2026-06,398.6,56,50.2,2670
CUST-100888,2026-07,347.6,48,60.2,4115
CUST-100888,2026-08,396.5,55,61.7,3711
CUST-100889,2026-03,191.0,27,32.9,1516
CUST-100889,2026-04,175.2,20,38.9,1485
CUST-100889,2026-05,163.2,25,50.1,865
CUST-100889,2026-06,144.5,20,63.9,1081
CUST-100889,2026-07,115.2,12,36.5,1032
CUST-100889,2026-08,81.5,17,46.1,621
CUST-100890,2026-03,879.9,118,56.2,9102
CUST-100890,2026-04,930.7,133,59.3,7191
CUST-100890,2026-05,692.4,94,42.0,4484
CUST-100890,2026-06,703.2,101,54.3,8628
CUST-100890,2026-07,528.8,74,54.3,5999
CUST-100890,2026-08,464.5,66,72.2,4765
CUST-100891,2026-03,197.9,33,59.3,1813
CUST-100891,2026-04,193.4,25,40.4,1347
CUST-100891,2026-05,167.8,21,48.0,1813
CUST-100891,2026-06,165.8,23,60.3,1303
CUST-100891,2026-07,186.4,27,44.8,1358
CUST-100891,2026-08,191.2,27,67.7,1620
CUST-100892,2026-03,174.7,28,45.0,1641
CUST-100892,2026-04,143.7,20,47.7,1133
CUST-100892,2026-05,187.5,21,64.6,1091
CUST-100892,2026-06,216.2,28,61.0,1553
CUST-100892,2026-07,180.6,27,58.6,1600
CUST-100892,2026-08,180.4,23,65.2,1739
CUST-100893,2026-03,72.7,8,53.5,694
CUST-100893,2026-04,79.6,9,47.6,782
CUST-100893,2026-05,80.9,14,36.3,911
CUST-100893,2026-06,73.0,15,55.0,540
CUST-100893,2026-07,75.7,14,68.4,865
CUST-100893,2026-08,90.6,13,48.0,663
CUST-100894,2026-03,157.4,28,50.9,1392
CUST-100894,2026-04,158.4,24,42.8,1107
CUST-100894,2026-05,131.6,9,49.9,693
CUST-100894,2026-06,139.5,13,45.2,1125
CUST-100894,2026-07,132.1,24,36.3,1687
CUST-100894,2026-08,89.0,17,56.7,958
CUST-100895,2026-03,78.5,16,42.6,867
CUST-100895,2026-04,79.5,9,61.0,693
CUST-100895,2026-05,77.4,9,47.4,632
CUST-100895,2026-06,65.8,8,54.9,645
CUST-100895,2026-07,51.2,16,54.0,322
CUST-100895,2026-08,61.4,5,35.3,566
CUST-100896,2026-03,178.3,28,50.3,1448
CUST-100896,2026-04,166.3,22,77.4,1326
CUST-100896,2026-05,148.9,20,42.5,1573
CUST-100896,2026-06,154.3,14,57.9,1261
CUST-100896,2026-07,137.0,17,70.8,1164
CUST-100896,2026-08,117.9,15,37.6,1270
CUST-100897,2026-03,82.2,14,64.6,418
CUST-100897,2026-04,78.6,12,39.6,661
CUST-100897,2026-05,68.8,6,47.8,406
CUST-100897,2026-06,60.9,7,69.5,438
CUST-100897,2026-07,39.2,4,40.4,302
CUST-100897,2026-08,33.5,12,36.9,274
CUST-100898,2026-03,166.1,23,47.5,1599
CUST-100898,2026-04,211.6,32,55.2,1785
CUST-100898,2026-05,173.6,20,47.2,805
CUST-100898,2026-06,170.3,30,51.8,1633
CUST-100898,2026-07,180.7,25,54.9,1862
CUST-100898,2026-08,197.0,33,59.6,1445
CUST-100899,2026-03,79.8,9,61.7,594
CUST-100899,2026-04,79.8,10,39.0,430
CUST-100899,2026-05,68.2,1,38.3,638
CUST-100899,2026-06,65.6,10,60.0,496
CUST-100899,2026-07,58.6,10,55.6,412
CUST-100899,2026-08,57.5,11,62.4,584
CUST-100900,2026-03,187.5,27,60.2,2004
CUST-100900,2026-04,173.8,24,51.5,1856
CUST-100900,2026-05,178.9,32,81.3,1224
CUST-100900,2026-06,183.5,23,80.0,2081
CUST-100900,2026-07,146.3,22,55.3,1179
CUST-100900,2026-08,195.8,28,58.1,1478
CUST-100901,2026-03,175.0,27,39.7,2328
CUST-100901,2026-04,178.7,28,51.0,1616
CUST-100901,2026-05,148.4,17,57.6,1450
CUST-100901,2026-06,173.6,28,50.1,1507
CUST-100901,2026-07,152.2,18,51.7,898
CUST-100901,2026-08,157.6,21,52.7,1143
CUST-100902,2026-03,401.3,60,56.2,4518
CUST-100902,2026-04,358.7,54,44.7,2968
CUST-100902,2026-05,379.5,47,55.2,4107
CUST-100902,2026-06,281.3,46,32.4,2758
CUST-100902,2026-07,268.7,38,39.3,1813
CUST-100902,2026-08,169.8,27,34.4,1232
CUST-100903,2026-03,169.1,23,56.6,1235
CUST-100903,2026-04,153.5,17,68.4,1167
CUST-100903,2026-05,182.4,28,57.1,1720
CUST-100903,2026-06,160.6,26,53.4,1245
CUST-100903,2026-07,186.0,26,67.7,877
CUST-100903,2026-08,179.9,28,47.6,1712
CUST-100904,2026-03,183.8,29,63.2,2062
CUST-100904,2026-04,150.4,27,67.8,1827
CUST-100904,2026-05,108.1,12,64.6,930
CUST-100904,2026-06,120.8,17,67.0,1349
CUST-100904,2026-07,97.1,12,68.9,1054
CUST-100904,2026-08,93.3,8,46.0,1040
CUST-100905,2026-03,438.9,63,58.2,3290
CUST-100905,2026-04,419.4,58,51.3,3903
CUST-100905,2026-05,366.7,50,40.5,3252
CUST-100905,2026-06,465.4,61,62.3,4286
CUST-100905,2026-07,326.9,44,33.4,3211
CUST-100905,2026-08,419.3,62,60.8,3226
CUST-100906,2026-03,85.0,14,38.4,725
CUST-100906,2026-04,80.1,14,24.8,555
CUST-100906,2026-05,78.7,10,41.3,607
CUST-100906,2026-06,47.5,1,32.8,472
CUST-100906,2026-07,55.2,2,36.3,496
CUST-100906,2026-08,28.1,6,25.5,251
CUST-100907,2026-03,171.0,21,57.6,1508
CUST-100907,2026-04,190.1,26,52.4,1627
CUST-100907,2026-05,187.1,24,61.4,1320
CUST-100907,2026-06,125.3,13,71.3,1358
CUST-100907,2026-07,148.9,16,44.0,1587
CUST-100907,2026-08,129.2,18,54.6,1215
CUST-100908,2026-03,96.5,16,59.5,734
CUST-100908,2026-04,62.8,6,40.4,476
CUST-100908,2026-05,56.6,8,45.0,507
CUST-100908,2026-06,37.4,7,61.1,366
CUST-100908,2026-07,56.4,12,59.9,523
CUST-100908,2026-08,39.2,1,17.6,208
CUST-100909,2026-03,997.5,139,75.3,6049
CUST-100909,2026-04,942.1,139,67.4,10006
CUST-100909,2026-05,831.6,118,71.5,4345
CUST-100909,2026-06,695.0,95,60.6,7022
CUST-100909,2026-07,654.9,96,58.0,5989
CUST-100909,2026-08,575.6,82,53.6,5959
CUST-100910,2026-03,175.2,26,61.8,2436
CUST-100910,2026-04,188.1,24,59.3,1828
CUST-100910,2026-05,199.7,25,62.4,2060
CUST-100910,2026-06,201.2,28,57.4,2145
CUST-100910,2026-07,198.7,31,45.3,1680
CUST-100910,2026-08,221.8,32,44.5,1868
CUST-100911,2026-03,196.5,29,55.9,2162
CUST-100911,2026-04,180.8,17,58.1,2230
CUST-100911,2026-05,174.2,25,58.8,1658
CUST-100911,2026-06,198.3,23,64.4,2025
CUST-100911,2026-07,161.5,21,68.9,1692
CUST-100911,2026-08,196.9,27,46.1,1986
CUST-100912,2026-03,83.2,12,56.0,710
CUST-100912,2026-04,91.9,16,63.7,1154
CUST-100912,2026-05,77.7,13,75.1,827
CUST-100912,2026-06,75.8,9,58.1,477
CUST-100912,2026-07,66.5,9,59.4,651
CUST-100912,2026-08,94.4,6,50.4,581
CUST-100913,2026-03,213.4,28,46.7,1757
CUST-100913,2026-04,205.6,32,70.1,1688
CUST-100913,2026-05,177.4,27,55.4,2080
CUST-100913,2026-06,195.5,30,44.8,1460
CUST-100913,2026-07,200.9,26,49.9,1756
CUST-100913,2026-08,188.9,25,75.4,2297
CUST-100914,2026-03,406.1,61,49.7,4101
CUST-100914,2026-04,340.7,47,58.8,1312
CUST-100914,2026-05,358.2,54,57.8,2686
CUST-100914,2026-06,372.6,58,59.2,3534
CUST-100914,2026-07,433.9,60,55.1,5374
CUST-100914,2026-08,366.3,53,47.8,3226
CUST-100915,2026-03,332.3,49,63.3,2956
CUST-100915,2026-04,406.0,61,54.2,3033
CUST-100915,2026-05,279.7,38,23.7,3151
CUST-100915,2026-06,275.9,42,49.7,2631
CUST-100915,2026-07,262.3,35,42.4,2184
CUST-100915,2026-08,213.0,25,33.7,1573
CUST-100916,2026-03,187.6,30,64.9,1573
CUST-100916,2026-04,158.2,21,46.9,1260
CUST-100916,2026-05,168.2,23,58.0,2038
CUST-100916,2026-06,163.1,25,57.9,1625
CUST-100916,2026-07,190.9,28,41.4,1932
CUST-100916,2026-08,167.7,16,56.8,1449
CUST-100917,2026-03,165.6,22,48.4,1171
CUST-100917,2026-04,152.3,17,56.2,1045
CUST-100917,2026-05,153.1,20,63.9,1054
CUST-100917,2026-06,136.1,14,37.1,1422
CUST-100917,2026-07,99.9,23,23.0,1010
CUST-100917,2026-08,119.1,15,26.7,990
CUST-100918,2026-03,336.5,50,68.4,2991
CUST-100918,2026-04,351.3,43,57.9,2451
CUST-100918,2026-05,336.6,47,70.6,3214
CUST-100918,2026-06,286.4,48,40.5,2557
CUST-100918,2026-07,239.5,38,52.0,2314
CUST-100918,2026-08,294.5,41,41.7,2104
CUST-100919,2026-03,955.6,135,42.9,8514
CUST-100919,2026-04,892.1,134,74.0,6916
CUST-100919,2026-05,840.5,111,47.0,8545
CUST-100919,2026-06,937.6,131,49.0,7563
