invoice_id,customer_id,invoice_date,amount,payment_status,days_overdue,billing_issue,refund_requested
INV-0004052,CUST-100676,2026-04-01,168.17,Paid,0,0,0
INV-0004053,CUST-100676,2026-05-01,162.88,Paid,0,0,0
INV-0004054,CUST-100676,2026-06-01,163.73,Paid,0,0,0
INV-0004055,CUST-100676,2026-07-01,171.03,Late,6,0,0
INV-0004056,CUST-100676,2026-08-01,169.2,Paid,0,0,0
INV-0004057,CUST-100677,2026-03-01,66.59,Paid,0,0,0
INV-0004058,CUST-100677,2026-04-01,63.19,Paid,0,0,0
INV-0004059,CUST-100677,2026-05-01,65.73,Paid,0,0,0
INV-0004060,CUST-100677,2026-06-01,62.75,Paid,0,0,0
INV-0004061,CUST-100677,2026-07-01,62.72,Paid,0,0,0
INV-0004062,CUST-100677,2026-08-01,63.29,Paid,0,0,0
INV-0004063,CUST-100678,2026-03-01,36.13,Paid,0,0,0
INV-0004064,CUST-100678,2026-04-01,36.73,Paid,0,0,0
INV-0004065,CUST-100678,2026-05-01,37.5,Paid,0,0,0
INV-0004066,CUST-100678,2026-06-01,37.63,Paid,0,0,0
INV-0004067,CUST-100678,2026-07-01,35.67,Paid,0,0,0
INV-0004068,CUST-100678,2026-08-01,37.18,Paid,0,0,0
INV-0004069,CUST-100679,2026-03-01,410.1,Paid,0,0,0
INV-0004070,CUST-100679,2026-04-01,409.67,Paid,0,0,0
INV-0004071,CUST-100679,2026-05-01,418.11,Paid,0,0,0
INV-0004072,CUST-100679,2026-06-01,419.99,Paid,0,0,0
INV-0004073,CUST-100679,2026-07-01,416.4,Paid,0,0,0
INV-0004074,CUST-100679,2026-08-01,417.08,Paid,0,0,0
INV-0004075,CUST-100680,2026-03-01,31.42,Paid,0,0,0
INV-0004076,CUST-100680,2026-04-01,32.9,Paid,0,0,0
INV-0004077,CUST-100680,2026-05-01,31.76,Paid,0,0,0
INV-0004078,CUST-100680,2026-06-01,31.48,Paid,0,0,0
INV-0004079,CUST-100680,2026-07-01,31.43,Paid,0,0,0
INV-0004080,CUST-100680,2026-08-01,32.47,Paid,0,0,0
INV-0004081,CUST-100681,2026-03-01,71.97,Late,2,1,0
INV-0004082,CUST-100681,2026-04-01,89.33,Paid,0,0,0
INV-0004083,CUST-100681,2026-05-01,66.74,Paid,0,0,0
INV-0004084,CUST-100681,2026-06-01,65.87,Late,1,0,0
INV-0004085,CUST-100681,2026-07-01,79.76,Paid,0,1,1
INV-0004086,CUST-100681,2026-08-01,69.94,Late,19,1,0
INV-0004087,CUST-100682,2026-03-01,159.4,Paid,0,0,0
INV-0004088,CUST-100682,2026-04-01,161.34,Paid,0,0,0
INV-0004089,CUST-100682,2026-05-01,157.85,Paid,0,0,0
INV-0004090,CUST-100682,2026-06-01,157.3,Paid,0,0,0
INV-0004091,CUST-100682,2026-07-01,157.6,Paid,0,0,0
INV-0004092,CUST-100682,2026-08-01,156.09,Paid,0,0,0
INV-0004093,CUST-100683,2026-03-01,137.11,Paid,0,0,0
INV-0004094,CUST-100683,2026-04-01,141.78,Paid,0,0,0
INV-0004095,CUST-100683,2026-05-01,139.72,Paid,0,0,0
INV-0004096,CUST-100683,2026-06-01,141.81,Paid,0,0,0
INV-0004097,CUST-100683,2026-07-01,141.19,Paid,0,0,0
INV-0004098,CUST-100683,2026-08-01,140.11,Paid,0,0,0
INV-0004099,CUST-100684,2026-03-01,76.17,Paid,0,0,0
INV-0004100,CUST-100684,2026-04-01,74.75,Paid,0,0,0
INV-0004101,CUST-100684,2026-05-01,75.62,Paid,0,0,0
INV-0004102,CUST-100684,2026-06-01,73.25,Paid,0,0,0
INV-0004103,CUST-100684,2026-07-01,74.21,Paid,0,0,0
INV-0004104,CUST-100684,2026-08-01,78.26,Paid,0,0,0
INV-0004105,CUST-100685,2026-03-01,139.72,Paid,0,0,0
INV-0004106,CUST-100685,2026-04-01,138.96,Paid,0,0,0
INV-0004107,CUST-100685,2026-05-01,138.45,Paid,0,0,0
INV-0004108,CUST-100685,2026-06-01,142.89,Paid,0,0,0
INV-0004109,CUST-100685,2026-07-01,134.98,Late,21,0,0
INV-0004110,CUST-100685,2026-08-01,136.23,Paid,0,0,0
INV-0004111,CUST-100686,2026-03-01,40.94,Paid,0,0,0
INV-0004112,CUST-100686,2026-04-01,40.6,Paid,0,0,0
INV-0004113,CUST-100686,2026-05-01,41.1,Paid,0,0,0
INV-0004114,CUST-100686,2026-06-01,41.0,Paid,0,0,0
INV-0004115,CUST-100686,2026-07-01,40.51,Paid,0,0,0
INV-0004116,CUST-100686,2026-08-01,41.7,Paid,0,0,0
INV-0004117,CUST-100687,2026-03-01,39.38,Paid,0,0,0
INV-0004118,CUST-100687,2026-04-01,39.43,Paid,0,0,0
INV-0004119,CUST-100687,2026-05-01,40.13,Late,3,1,0
INV-0004120,CUST-100687,2026-06-01,41.62,Paid,0,0,0
INV-0004121,CUST-100687,2026-07-01,41.2,Paid,0,0,0
INV-0004122,CUST-100687,2026-08-01,39.7,Paid,0,0,0
INV-0004123,CUST-100688,2026-03-01,40.47,Paid,0,0,0
INV-0004124,CUST-100688,2026-04-01,42.11,Paid,0,0,0
INV-0004125,CUST-100688,2026-05-01,38.73,Paid,0,0,0
INV-0004126,CUST-100688,2026-06-01,42.29,Paid,0,0,0
INV-0004127,CUST-100688,2026-07-01,40.62,Paid,0,0,0
INV-0004128,CUST-100688,2026-08-01,41.78,Paid,0,0,0
INV-0004129,CUST-100689,2026-03-01,31.68,Paid,0,0,0
INV-0004130,CUST-100689,2026-04-01,33.57,Paid,0,0,0
INV-0004131,CUST-100689,2026-05-01,33.39,Paid,0,0,0
INV-0004132,CUST-100689,2026-06-01,31.92,Paid,0,0,0
INV-0004133,CUST-100689,2026-07-01,34.65,Late,11,0,0
INV-0004134,CUST-100689,2026-08-01,34.35,Paid,0,0,0
INV-0004135,CUST-100690,2026-03-01,61.93,Paid,0,0,0
INV-0004136,CUST-100690,2026-04-01,65.67,Paid,0,0,0
INV-0004137,CUST-100690,2026-05-01,64.63,Paid,0,1,1
INV-0004138,CUST-100690,2026-06-01,66.52,Paid,0,0,0
INV-0004139,CUST-100690,2026-07-01,65.33,Paid,0,0,0
INV-0004140,CUST-100690,2026-08-01,63.0,Paid,0,0,0
INV-0004141,CUST-100691,2026-03-01,75.88,Late,11,1,0
INV-0004142,CUST-100691,2026-04-01,78.69,Paid,0,0,0
INV-0004143,CUST-100691,2026-05-01,79.93,Late,24,0,0
INV-0004144,CUST-100691,2026-06-01,74.35,Paid,0,0,0
INV-0004145,CUST-100691,2026-07-01,77.06,Paid,0,0,0
INV-0004146,CUST-100691,2026-08-01,76.67,Paid,0,0,0
INV-0004147,CUST-100692,2026-03-01,72.48,Paid,0,0,0
INV-0004148,CUST-100692,2026-04-01,69.18,Late,14,0,0
INV-0004149,CUST-100692,2026-05-01,71.11,Paid,0,0,0
INV-0004150,CUST-100692,2026-06-01,71.2,Paid,0,0,0
INV-0004151,CUST-100692,2026-07-01,73.87,Paid,0,0,0
INV-0004152,CUST-100692,2026-08-01,72.15,Paid,0,0,0
INV-0004153,CUST-100693,2026-03-01,77.64,Paid,0,0,0
INV-0004154,CUST-100693,2026-04-01,75.73,Paid,0,0,0
INV-0004155,CUST-100693,2026-05-01,77.6,Late,26,0,0
INV-0004156,CUST-100693,2026-06-01,78.0,Paid,0,0,0
INV-0004157,CUST-100693,2026-07-01,72.33,Paid,0,0,0
INV-0004158,CUST-100693,2026-08-01,75.4,Paid,0,0,0
INV-0004159,CUST-100694,2026-03-01,89.69,Paid,0,0,0
INV-0004160,CUST-100694,2026-04-01,93.31,Paid,0,0,0
INV-0004161,CUST-100694,2026-05-01,88.77,Paid,0,0,0
INV-0004162,CUST-100694,2026-06-01,89.03,Paid,0,0,0
INV-0004163,CUST-100694,2026-07-01,88.26,Paid,0,0,0
INV-0004164,CUST-100694,2026-08-01,90.43,Paid,0,0,0
INV-0004165,CUST-100695,2026-03-01,173.5,Late,26,0,0
INV-0004166,CUST-100695,2026-04-01,204.96,Paid,0,0,0
INV-0004167,CUST-100695,2026-05-01,184.92,Paid,0,0,0
INV-0004168,CUST-100695,2026-06-01,164.08,Paid,0,0,0
INV-0004169,CUST-100695,2026-07-01,220.27,Late,6,0,0
INV-0004170,CUST-100695,2026-08-01,161.11,Paid,0,0,0
INV-0004171,CUST-100696,2026-03-01,80.68,Paid,0,0,0
INV-0004172,CUST-100696,2026-04-01,75.33,Paid,0,0,0
INV-0004173,CUST-100696,2026-05-01,76.41,Paid,0,0,0
INV-0004174,CUST-100696,2026-06-01,83.6,Paid,0,0,0
INV-0004175,CUST-100696,2026-07-01,80.0,Paid,0,0,0
INV-0004176,CUST-100696,2026-08-01,79.73,Paid,0,0,0
INV-0004177,CUST-100697,2026-03-01,37.97,Paid,0,0,0
INV-0004178,CUST-100697,2026-04-01,38.51,Paid,0,0,0
INV-0004179,CUST-100697,2026-05-01,38.66,Paid,0,0,0
INV-0004180,CUST-100697,2026-06-01,38.74,Paid,0,0,0
INV-0004181,CUST-100697,2026-07-01,37.59,Paid,0,0,0
INV-0004182,CUST-100697,2026-08-01,37.71,Paid,0,0,0
INV-0004183,CUST-100698,2026-03-01,44.66,Late,20,0,0
INV-0004184,CUST-100698,2026-04-01,36.36,Late,1,1,1
INV-0004185,CUST-100698,2026-05-01,46.44,Paid,0,0,0
INV-0004186,CUST-100698,2026-06-01,36.14,Paid,0,0,0
INV-0004187,CUST-100698,2026-07-01,38.09,Paid,0,0,0
INV-0004188,CUST-100698,2026-08-01,34.94,Paid,0,1,0
INV-0004189,CUST-100699,2026-03-01,37.99,Paid,0,0,0
INV-0004190,CUST-100699,2026-04-01,36.65,Paid,0,0,0
INV-0004191,CUST-100699,2026-05-01,37.63,Paid,0,0,0
INV-0004192,CUST-100699,2026-06-01,39.38,Paid,0,0,0
INV-0004193,CUST-100699,2026-07-01,39.22,Paid,0,0,0
INV-0004194,CUST-100699,2026-08-01,38.75,Paid,0,0,0
INV-0004195,CUST-100700,2026-03-01,182.39,Paid,0,0,0
INV-0004196,CUST-100700,2026-04-01,187.59,Paid,0,0,0
INV-0004197,CUST-100700,2026-05-01,184.87,Paid,0,0,0
INV-0004198,CUST-100700,2026-06-01,180.84,Paid,0,0,0
INV-0004199,CUST-100700,2026-07-01,182.62,Late,11,0,0
INV-0004200,CUST-100700,2026-08-01,185.89,Paid,0,1,1
INV-0004201,CUST-100701,2026-03-01,71.43,Paid,0,0,0
INV-0004202,CUST-100701,2026-04-01,73.1,Paid,0,1,0
INV-0004203,CUST-100701,2026-05-01,74.87,Paid,0,0,0
INV-0004204,CUST-100701,2026-06-01,73.68,Paid,0,0,0
INV-0004205,CUST-100701,2026-07-01,75.88,Paid,0,0,0
INV-0004206,CUST-100701,2026-08-01,73.0,Paid,0,0,0
INV-0004207,CUST-100702,2026-03-01,176.88,Paid,0,0,0
INV-0004208,CUST-100702,2026-04-01,180.27,Paid,0,0,0
INV-0004209,CUST-100702,2026-05-01,175.16,Paid,0,0,0
INV-0004210,CUST-100702,2026-06-01,173.73,Paid,0,1,1
INV-0004211,CUST-100702,2026-07-01,177.14,Paid,0,0,0
INV-0004212,CUST-100702,2026-08-01,167.99,Paid,0,0,0
INV-0004213,CUST-100703,2026-03-01,28.6,Paid,0,0,0
INV-0004214,CUST-100703,2026-04-01,27.07,Paid,0,0,0
INV-0004215,CUST-100703,2026-05-01,26.62,Paid,0,0,0
INV-0004216,CUST-100703,2026-06-01,27.68,Paid,0,0,0
INV-0004217,CUST-100703,2026-07-01,26.85,Paid,0,0,0
INV-0004218,CUST-100703,2026-08-01,26.9,Paid,0,0,0
INV-0004219,CUST-100704,2026-03-01,70.41,Paid,0,0,0
INV-0004220,CUST-100704,2026-04-01,73.09,Paid,0,0,0
INV-0004221,CUST-100704,2026-05-01,75.07,Paid,0,0,0
INV-0004222,CUST-100704,2026-06-01,73.42,Paid,0,0,0
INV-0004223,CUST-100704,2026-07-01,73.41,Paid,0,0,0
INV-0004224,CUST-100704,2026-08-01,74.36,Paid,0,0,0
INV-0004225,CUST-100705,2026-03-01,51.46,Paid,0,0,0
INV-0004226,CUST-100705,2026-04-01,50.9,Paid,0,0,0
INV-0004227,CUST-100705,2026-05-01,54.42,Paid,0,0,0
INV-0004228,CUST-100705,2026-06-01,52.38,Paid,0,0,0
INV-0004229,CUST-100705,2026-07-01,53.14,Late,16,0,0
INV-0004230,CUST-100705,2026-08-01,53.67,Late,23,0,0
INV-0004231,CUST-100706,2026-03-01,102.3,Paid,0,0,0
INV-0004232,CUST-100706,2026-04-01,103.25,Paid,0,0,0
INV-0004233,CUST-100706,2026-05-01,97.31,Paid,0,0,0
INV-0004234,CUST-100706,2026-06-01,100.38,Paid,0,0,0
INV-0004235,CUST-100706,2026-07-01,97.76,Paid,0,0,0
INV-0004236,CUST-100706,2026-08-01,101.89,Paid,0,0,0
INV-0004237,CUST-100707,2026-03-01,43.97,Paid,0,1,0
INV-0004238,CUST-100707,2026-04-01,36.07,Paid,0,0,0
INV-0004239,CUST-100707,2026-05-01,36.6,Paid,0,0,0
INV-0004240,CUST-100707,2026-06-01,36.66,Paid,0,0,0
INV-0004241,CUST-100707,2026-07-01,36.9,Paid,0,0,0
INV-0004242,CUST-100707,2026-08-01,37.72,Paid,0,0,0
INV-0004243,CUST-100708,2026-03-01,66.27,Paid,0,0,0
INV-0004244,CUST-100708,2026-04-01,66.57,Paid,0,0,0
INV-0004245,CUST-100708,2026-05-01,67.81,Paid,0,0,0
INV-0004246,CUST-100708,2026-06-01,65.9,Paid,0,0,0
INV-0004247,CUST-100708,2026-07-01,64.47,Paid,0,0,0
INV-0004248,CUST-100708,2026-08-01,64.24,Paid,0,0,0
INV-0004249,CUST-100709,2026-03-01,70.01,Paid,0,0,0
INV-0004250,CUST-100709,2026-04-01,70.62,Paid,0,0,0
INV-0004251,CUST-100709,2026-05-01,71.61,Paid,0,0,0
INV-0004252,CUST-100709,2026-06-01,68.18,Paid,0,0,0
INV-0004253,CUST-100709,2026-07-01,71.21,Paid,0,0,0
INV-0004254,CUST-100709,2026-08-01,68.86,Paid,0,0,0
INV-0004255,CUST-100710,2026-03-01,36.13,Paid,0,0,0
INV-0004256,CUST-100710,2026-04-01,36.62,Paid,0,0,0
INV-0004257,CUST-100710,2026-05-01,36.38,Late,32,0,0
INV-0004258,CUST-100710,2026-06-01,36.41,Paid,0,0,0
INV-0004259,CUST-100710,2026-07-01,37.25,Paid,0,0,0
INV-0004260,CUST-100710,2026-08-01,37.82,Paid,0,0,0
INV-0004261,CUST-100711,2026-03-01,170.04,Late,25,0,0
INV-0004262,CUST-100711,2026-04-01,169.64,Paid,0,0,0
INV-0004263,CUST-100711,2026-05-01,172.58,Paid,0,0,0
INV-0004264,CUST-100711,2026-06-01,167.4,Paid,0,0,0
INV-0004265,CUST-100711,2026-07-01,173.94,Late,3,0,0
INV-0004266,CUST-100711,2026-08-01,169.04,Paid,0,0,0
INV-0004267,CUST-100712,2026-03-01,71.7,Paid,0,0,0
INV-0004268,CUST-100712,2026-04-01,74.38,Paid,0,0,0
INV-0004269,CUST-100712,2026-05-01,75.59,Paid,0,0,0
INV-0004270,CUST-100712,2026-06-01,73.83,Paid,0,0,0
INV-0004271,CUST-100712,2026-07-01,76.03,Paid,0,0,0
INV-0004272,CUST-100712,2026-08-01,73.89,Paid,0,0,0
INV-0004273,CUST-100713,2026-03-01,46.26,Late,31,1,1
INV-0004274,CUST-100713,2026-04-01,55.73,Paid,0,0,0
INV-0004275,CUST-100713,2026-05-01,46.52,Paid,0,1,0
INV-0004276,CUST-100713,2026-06-01,46.19,Paid,0,0,0
INV-0004277,CUST-100713,2026-07-01,47.15,Late,17,0,0
INV-0004278,CUST-100713,2026-08-01,56.84,Late,16,0,0
INV-0004279,CUST-100714,2026-03-01,152.48,Late,1,0,0
INV-0004280,CUST-100714,2026-04-01,166.89,Paid,0,0,0
INV-0004281,CUST-100714,2026-05-01,144.03,Paid,0,0,0
INV-0004282,CUST-100714,2026-06-01,170.1,Paid,0,0,0
INV-0004283,CUST-100714,2026-07-01,150.92,Paid,0,1,1
INV-0004284,CUST-100714,2026-08-01,145.79,Late,34,1,1
INV-0004285,CUST-100715,2026-03-01,165.98,Paid,0,0,0
INV-0004286,CUST-100715,2026-04-01,158.9,Paid,0,0,0
INV-0004287,CUST-100715,2026-05-01,159.02,Paid,0,0,0
INV-0004288,CUST-100715,2026-06-01,162.87,Paid,0,0,0
INV-0004289,CUST-100715,2026-07-01,154.69,Paid,0,0,0
INV-0004290,CUST-100715,2026-08-01,157.71,Paid,0,0,0
INV-0004291,CUST-100716,2026-03-01,91.0,Paid,0,0,0
INV-0004292,CUST-100716,2026-04-01,86.24,Paid,0,0,0
INV-0004293,CUST-100716,2026-05-01,90.49,Paid,0,0,0
INV-0004294,CUST-100716,2026-06-01,89.15,Paid,0,0,0
INV-0004295,CUST-100716,2026-07-01,89.77,Paid,0,0,0
INV-0004296,CUST-100716,2026-08-01,95.65,Paid,0,0,0
INV-0004297,CUST-100717,2026-03-01,412.45,Paid,0,0,0
INV-0004298,CUST-100717,2026-04-01,429.93,Paid,0,0,0
INV-0004299,CUST-100717,2026-05-01,429.52,Paid,0,0,0
INV-0004300,CUST-100717,2026-06-01,428.17,Paid,0,0,0
INV-0004301,CUST-100717,2026-07-01,426.77,Paid,0,0,0
INV-0004302,CUST-100717,2026-08-01,436.32,Paid,0,0,0
INV-0004303,CUST-100718,2026-03-01,32.59,Late,20,0,0
INV-0004304,CUST-100718,2026-04-01,33.11,Paid,0,0,0
INV-0004305,CUST-100718,2026-05-01,37.8,Paid,0,1,1
INV-0004306,CUST-100718,2026-06-01,34.02,Paid,0,1,0
INV-0004307,CUST-100718,2026-07-01,32.78,Paid,0,0,0
INV-0004308,CUST-100718,2026-08-01,31.7,Late,11,1,0
INV-0004309,CUST-100719,2026-03-01,170.29,Paid,0,0,0
INV-0004310,CUST-100719,2026-04-01,171.5,Paid,0,0,0
INV-0004311,CUST-100719,2026-05-01,165.38,Paid,0,0,0
INV-0004312,CUST-100719,2026-06-01,178.06,Paid,0,0,0
INV-0004313,CUST-100719,2026-07-01,164.81,Paid,0,0,0
INV-0004314,CUST-100719,2026-08-01,173.01,Paid,0,0,0
INV-0004315,CUST-100720,2026-03-01,38.53,Paid,0,0,0
INV-0004316,CUST-100720,2026-04-01,37.26,Paid,0,0,0
INV-0004317,CUST-100720,2026-05-01,38.65,Paid,0,0,0
INV-0004318,CUST-100720,2026-06-01,36.26,Paid,0,0,0
INV-0004319,CUST-100720,2026-07-01,37.68,Paid,0,0,0
INV-0004320,CUST-100720,2026-08-01,38.05,Paid,0,0,0
INV-0004321,CUST-100721,2026-03-01,82.45,Paid,0,0,0
INV-0004322,CUST-100721,2026-04-01,79.39,Paid,0,0,0
INV-0004323,CUST-100721,2026-05-01,81.31,Paid,0,0,0
INV-0004324,CUST-100721,2026-06-01,81.93,Paid,0,0,0
INV-0004325,CUST-100721,2026-07-01,79.78,Paid,0,0,0
INV-0004326,CUST-100721,2026-08-01,79.37,Paid,0,0,0
INV-0004327,CUST-100722,2026-03-01,35.15,Paid,0,0,0
INV-0004328,CUST-100722,2026-04-01,37.75,Paid,0,0,0
INV-0004329,CUST-100722,2026-05-01,36.4,Paid,0,0,0
INV-0004330,CUST-100722,2026-06-01,37.34,Paid,0,0,0
INV-0004331,CUST-100722,2026-07-01,35.53,Paid,0,0,0
INV-0004332,CUST-100722,2026-08-01,35.41,Paid,0,0,0
INV-0004333,CUST-100723,2026-03-01,32.43,Paid,0,0,0
INV-0004334,CUST-100723,2026-04-01,31.87,Paid,0,0,0
INV-0004335,CUST-100723,2026-05-01,31.96,Paid,0,0,0
INV-0004336,CUST-100723,2026-06-01,32.59,Paid,0,0,0
INV-0004337,CUST-100723,2026-07-01,31.37,Paid,0,0,0
INV-0004338,CUST-100723,2026-08-01,31.89,Paid,0,0,0
INV-0004339,CUST-100724,2026-03-01,82.0,Paid,0,0,0
INV-0004340,CUST-100724,2026-04-01,83.0,Paid,0,0,0
INV-0004341,CUST-100724,2026-05-01,84.55,Paid,0,0,0
INV-0004342,CUST-100724,2026-06-01,83.79,Paid,0,0,0
INV-0004343,CUST-100724,2026-07-01,80.9,Late,23,0,0
INV-0004344,CUST-100724,2026-08-01,86.98,Paid,0,0,0
INV-0004345,CUST-100725,2026-03-01,72.76,Paid,0,0,0
INV-0004346,CUST-100725,2026-04-01,73.37,Paid,0,0,0
INV-0004347,CUST-100725,2026-05-01,73.73,Paid,0,0,0
INV-0004348,CUST-100725,2026-06-01,72.07,Late,27,0,0
INV-0004349,CUST-100725,2026-07-01,70.83,Paid,0,0,0
INV-0004350,CUST-100725,2026-08-01,72.82,Paid,0,0,0
INV-0004351,CUST-100726,2026-03-01,35.36,Paid,0,0,0
INV-0004352,CUST-100726,2026-04-01,36.21,Paid,0,0,0
INV-0004353,CUST-100726,2026-05-01,36.29,Paid,0,0,0
INV-0004354,CUST-100726,2026-06-01,37.16,Paid,0,0,0
INV-0004355,CUST-100726,2026-07-01,36.99,Paid,0,0,0
INV-0004356,CUST-100726,2026-08-01,37.33,Late,34,0,0
INV-0004357,CUST-100727,2026-03-01,83.47,Paid,0,0,0
INV-0004358,CUST-100727,2026-04-01,79.83,Paid,0,0,0
INV-0004359,CUST-100727,2026-05-01,78.89,Paid,0,0,0
INV-0004360,CUST-100727,2026-06-01,79.03,Paid,0,0,0
INV-0004361,CUST-100727,2026-07-01,82.35,Paid,0,0,0
INV-0004362,CUST-100727,2026-08-01,83.71,Paid,0,0,0
INV-0004363,CUST-100728,2026-03-01,38.3,Paid,0,0,0
INV-0004364,CUST-100728,2026-04-01,39.35,Paid,0,1,0
INV-0004365,CUST-100728,2026-05-01,40.58,Late,26,0,0
INV-0004366,CUST-100728,2026-06-01,39.43,Paid,0,0,0
INV-0004367,CUST-100728,2026-07-01,39.97,Late,29,0,0
INV-0004368,CUST-100728,2026-08-01,38.93,Paid,0,0,0
INV-0004369,CUST-100729,2026-03-01,82.63,Paid,0,0,0
INV-0004370,CUST-100729,2026-04-01,80.06,Paid,0,0,0
INV-0004371,CUST-100729,2026-05-01,84.8,Paid,0,0,0
INV-0004372,CUST-100729,2026-06-01,80.47,Paid,0,0,0
INV-0004373,CUST-100729,2026-07-01,80.11,Late,16,1,1
INV-0004374,CUST-100729,2026-08-01,80.69,Paid,0,0,0
INV-0004375,CUST-100730,2026-03-01,79.87,Paid,0,0,0
INV-0004376,CUST-100730,2026-04-01,79.4,Paid,0,0,0
INV-0004377,CUST-100730,2026-05-01,76.16,Paid,0,0,0
INV-0004378,CUST-100730,2026-06-01,81.59,Paid,0,0,0
INV-0004379,CUST-100730,2026-07-01,76.77,Paid,0,0,0
INV-0004380,CUST-100730,2026-08-01,80.5,Paid,0,0,0
INV-0004381,CUST-100731,2026-03-01,32.6,Paid,0,0,0
INV-0004382,CUST-100731,2026-04-01,32.29,Late,28,0,0
INV-0004383,CUST-100731,2026-05-01,31.88,Late,21,1,1
INV-0004384,CUST-100731,2026-06-01,32.03,Paid,0,1,0
INV-0004385,CUST-100731,2026-07-01,43.29,Late,13,1,0
INV-0004386,CUST-100731,2026-08-01,41.43,Paid,0,0,0
INV-0004387,CUST-100732,2026-03-01,180.5,Paid,0,0,0
INV-0004388,CUST-100732,2026-04-01,187.24,Paid,0,0,0
INV-0004389,CUST-100732,2026-05-01,186.57,Paid,0,0,0
INV-0004390,CUST-100732,2026-06-01,196.89,Late,4,0,0
INV-0004391,CUST-100732,2026-07-01,188.68,Paid,0,0,0
INV-0004392,CUST-100732,2026-08-01,184.2,Paid,0,0,0
INV-0004393,CUST-100733,2026-03-01,31.74,Paid,0,0,0
INV-0004394,CUST-100733,2026-04-01,32.62,Paid,0,0,0
INV-0004395,CUST-100733,2026-05-01,30.16,Paid,0,0,0
INV-0004396,CUST-100733,2026-06-01,31.72,Paid,0,0,0
INV-0004397,CUST-100733,2026-07-01,31.51,Paid,0,0,0
INV-0004398,CUST-100733,2026-08-01,31.81,Paid,0,0,0
INV-0004399,CUST-100734,2026-03-01,40.72,Paid,0,0,0
INV-0004400,CUST-100734,2026-04-01,39.71,Paid,0,0,0
INV-0004401,CUST-100734,2026-05-01,39.32,Paid,0,0,0
INV-0004402,CUST-100734,2026-06-01,39.04,Paid,0,0,0
INV-0004403,CUST-100734,2026-07-01,41.11,Paid,0,0,0
INV-0004404,CUST-100734,2026-08-01,37.93,Paid,0,0,0
INV-0004405,CUST-100735,2026-03-01,154.46,Paid,0,0,0
INV-0004406,CUST-100735,2026-04-01,151.88,Paid,0,0,0
INV-0004407,CUST-100735,2026-05-01,148.04,Paid,0,0,0
INV-0004408,CUST-100735,2026-06-01,156.63,Paid,0,0,0
INV-0004409,CUST-100735,2026-07-01,145.8,Paid,0,0,0
INV-0004410,CUST-100735,2026-08-01,156.11,Paid,0,0,0
INV-0004411,CUST-100736,2026-03-01,182.79,Paid,0,0,0
INV-0004412,CUST-100736,2026-04-01,173.42,Paid,0,1,0
INV-0004413,CUST-100736,2026-05-01,179.07,Paid,0,0,0
INV-0004414,CUST-100736,2026-06-01,191.06,Paid,0,1,0
INV-0004415,CUST-100736,2026-07-01,183.29,Paid,0,0,0
INV-0004416,CUST-100736,2026-08-01,181.72,Paid,0,0,0
INV-0004417,CUST-100737,2026-03-01,89.2,Paid,0,0,0
INV-0004418,CUST-100737,2026-04-01,91.4,Paid,0,0,0
INV-0004419,CUST-100737,2026-05-01,93.1,Paid,0,0,0
INV-0004420,CUST-100737,2026-06-01,93.99,Paid,0,0,0
INV-0004421,CUST-100737,2026-07-01,92.66,Paid,0,0,0
INV-0004422,CUST-100737,2026-08-01,91.17,Paid,0,0,0
INV-0004423,CUST-100738,2026-03-01,54.49,Paid,0,0,0
INV-0004424,CUST-100738,2026-04-01,55.42,Paid,0,0,0
INV-0004425,CUST-100738,2026-05-01,55.76,Paid,0,0,0
INV-0004426,CUST-100738,2026-06-01,57.66,Paid,0,0,0
INV-0004427,CUST-100738,2026-07-01,52.51,Paid,0,0,0
INV-0004428,CUST-100738,2026-08-01,55.34,Paid,0,0,0
INV-0004429,CUST-100739,2026-03-01,38.99,Paid,0,0,0
INV-0004430,CUST-100739,2026-04-01,38.73,Paid,0,0,0
INV-0004431,CUST-100739,2026-05-01,39.87,Paid,0,0,0
INV-0004432,CUST-100739,2026-06-01,40.24,Paid,0,0,0
INV-0004433,CUST-100739,2026-07-01,40.23,Paid,0,0,0
INV-0004434,CUST-100739,2026-08-01,40.49,Paid,0,0,0
INV-0004435,CUST-100740,2026-03-01,96.82,Paid,0,0,0
INV-0004436,CUST-100740,2026-04-01,91.73,Paid,0,0,0
INV-0004437,CUST-100740,2026-05-01,95.12,Paid,0,0,0
INV-0004438,CUST-100740,2026-06-01,93.06,Paid,0,0,0
INV-0004439,CUST-100740,2026-07-01,95.55,Paid,0,0,0
INV-0004440,CUST-100740,2026-08-01,94.07,Paid,0,0,0
INV-0004441,CUST-100741,2026-03-01,64.58,Paid,0,1,0
INV-0004442,CUST-100741,2026-04-01,62.76,Paid,0,0,0
INV-0004443,CUST-100741,2026-05-01,63.89,Paid,0,0,0
INV-0004444,CUST-100741,2026-06-01,64.73,Paid,0,0,0
INV-0004445,CUST-100741,2026-07-01,63.27,Paid,0,0,0
INV-0004446,CUST-100741,2026-08-01,63.38,Paid,0,0,0
INV-0004447,CUST-100742,2026-03-01,73.29,Paid,0,0,0
INV-0004448,CUST-100742,2026-04-01,73.75,Paid,0,0,0
INV-0004449,CUST-100742,2026-05-01,75.19,Paid,0,0,0
INV-0004450,CUST-100742,2026-06-01,74.19,Paid,0,0,0
