customer_id,customer_name,region,plan,tenure_months,monthly_charge,signup_date
CUST-100714,Customer 0714,APAC,Business,69,148.76,2023-09-16
CUST-100715,Customer 0715,India,Business,68,162.46,2024-06-12
CUST-100716,Customer 0716,Middle East,Professional,6,89.84,2022-08-22
CUST-100717,Customer 0717,APAC,Enterprise,54,425.23,2021-04-29
CUST-100718,Customer 0718,Middle East,Starter,20,33.38,2022-02-23
CUST-100719,Customer 0719,Middle East,Business,20,171.76,2024-05-13
CUST-100720,Customer 0720,India,Starter,17,37.5,2022-12-20
CUST-100721,Customer 0721,Europe,Professional,31,79.78,2022-01-24
CUST-100722,Customer 0722,Middle East,Starter,22,36.61,2025-12-04
CUST-100723,Customer 0723,APAC,Starter,19,32.36,2023-03-20
CUST-100724,Customer 0724,Middle East,Professional,9,84.69,2026-03-04
CUST-100725,Customer 0725,India,Professional,11,73.67,2025-07-07
CUST-100726,Customer 0726,Middle East,Starter,33,35.78,2024-03-14
CUST-100727,Customer 0727,Middle East,Professional,71,80.33,2023-12-15
CUST-100728,Customer 0728,Europe,Starter,22,39.58,2021-01-29
CUST-100729,Customer 0729,North America,Professional,58,83.86,2023-10-16
CUST-100730,Customer 0730,India,Professional,23,78.64,2021-06-28
CUST-100731,Customer 0731,Europe,Starter,19,31.79,2021-01-29
CUST-100732,Customer 0732,Europe,Business,58,190.41,2024-04-13
CUST-100733,Customer 0733,India,Starter,12,31.93,2024-12-09
CUST-100734,Customer 0734,Middle East,Starter,50,39.79,2022-02-23
CUST-100735,Customer 0735,North America,Business,3,154.18,2024-06-12
CUST-100736,Customer 0736,Europe,Business,67,180.51,2021-06-28
CUST-100737,Customer 0737,North America,Professional,57,91.64,2023-07-18
CUST-100738,Customer 0738,APAC,Professional,14,55.11,2020-12-30
CUST-100739,Customer 0739,Middle East,Starter,54,39.54,2020-12-30
CUST-100740,Customer 0740,India,Professional,36,95.0,2021-02-28
CUST-100741,Customer 0741,India,Professional,64,63.88,2026-03-04
CUST-100742,Customer 0742,Middle East,Professional,41,74.52,2024-06-12
CUST-100743,Customer 0743,India,Business,22,143.84,2020-10-31
CUST-100744,Customer 0744,APAC,Business,67,181.02,2023-09-16
CUST-100745,Customer 0745,India,Business,58,180.52,2025-06-07
CUST-100746,Customer 0746,Middle East,Starter,9,32.72,2024-08-11
CUST-100747,Customer 0747,India,Business,9,158.87,2021-08-27
CUST-100748,Customer 0748,Middle East,Professional,58,74.94,2020-10-01
CUST-100749,Customer 0749,India,Business,29,168.77,2023-08-17
CUST-100750,Customer 0750,North America,Professional,65,86.65,2023-05-19
CUST-100751,Customer 0751,Middle East,Professional,17,59.75,2022-09-21
CUST-100752,Customer 0752,APAC,Starter,8,32.76,2025-07-07
CUST-100753,Customer 0753,APAC,Professional,68,68.6,2021-04-29
CUST-100754,Customer 0754,North America,Business,68,169.07,2023-02-18
CUST-100755,Customer 0755,North America,Starter,23,33.76,2025-06-07
CUST-100756,Customer 0756,Europe,Professional,48,66.02,2023-05-19
CUST-100757,Customer 0757,India,Professional,56,63.64,2023-11-15
CUST-100758,Customer 0758,Europe,Professional,14,83.17,2024-10-10
CUST-100759,Customer 0759,Middle East,Starter,24,35.39,2022-09-21
CUST-100760,Customer 0760,APAC,Professional,16,72.95,2025-07-07
CUST-100761,Customer 0761,Europe,Starter,30,39.31,2022-06-23
CUST-100762,Customer 0762,Europe,Starter,3,29.01,2022-10-21
CUST-100763,Customer 0763,Middle East,Business,14,178.77,2023-03-20
CUST-100764,Customer 0764,Middle East,Starter,68,34.58,2024-08-11
CUST-100765,Customer 0765,Europe,Starter,10,35.19,2024-11-09
CUST-100766,Customer 0766,North America,Professional,16,72.68,2023-02-18
CUST-100767,Customer 0767,Middle East,Professional,64,66.79,2024-08-11
CUST-100768,Customer 0768,India,Business,71,157.53,2023-05-19
CUST-100769,Customer 0769,Europe,Starter,37,44.17,2020-10-01
CUST-100770,Customer 0770,Middle East,Starter,14,33.8,2025-11-04
CUST-100771,Customer 0771,Europe,Business,44,151.25,2021-04-29
CUST-100772,Customer 0772,Europe,Professional,35,67.7,2026-02-02
CUST-100773,Customer 0773,North America,Enterprise,61,357.88,2023-07-18
CUST-100774,Customer 0774,Europe,Professional,13,70.36,2024-10-10
CUST-100775,Customer 0775,APAC,Professional,11,78.89,2022-10-21
CUST-100776,Customer 0776,Europe,Starter,40,33.58,2023-04-19
CUST-100777,Customer 0777,North America,Professional,68,81.97,2023-08-17
CUST-100778,Customer 0778,Europe,Enterprise,29,438.58,2024-08-11
CUST-100779,Customer 0779,India,Business,33,166.43,2024-03-14
CUST-100780,Customer 0780,Middle East,Professional,7,81.81,2025-09-05
CUST-100781,Customer 0781,Europe,Starter,55,38.82,2025-12-04
CUST-100782,Customer 0782,Middle East,Professional,53,63.36,2023-03-20
CUST-100783,Customer 0783,India,Enterprise,57,361.39,2024-06-12
CUST-100784,Customer 0784,Europe,Professional,59,81.27,2021-11-25
CUST-100785,Customer 0785,North America,Business,33,154.19,2022-10-21
CUST-100786,Customer 0786,North America,Professional,14,75.54,2025-09-05
CUST-100787,Customer 0787,Europe,Business,18,122.33,2025-10-05
CUST-100788,Customer 0788,APAC,Enterprise,71,475.57,2021-02-28
CUST-100789,Customer 0789,Europe,Starter,32,32.4,2021-04-29
CUST-100790,Customer 0790,India,Business,6,152.33,2026-05-03
CUST-100791,Customer 0791,Europe,Professional,72,78.58,2024-05-13
CUST-100792,Customer 0792,Europe,Enterprise,55,422.33,2021-07-28
CUST-100793,Customer 0793,India,Professional,48,65.35,2023-04-19
CUST-100794,Customer 0794,Europe,Professional,3,76.89,2024-08-11
CUST-100795,Customer 0795,North America,Professional,59,67.94,2020-10-01
CUST-100796,Customer 0796,APAC,Business,18,195.64,2023-11-15
CUST-100797,Customer 0797,Europe,Enterprise,57,395.33,2021-03-30
CUST-100798,Customer 0798,North America,Enterprise,53,311.32,2021-12-25
CUST-100799,Customer 0799,Europe,Professional,55,79.89,2024-04-13
CUST-100800,Customer 0800,North America,Business,44,144.23,2024-06-12
CUST-100801,Customer 0801,Europe,Starter,40,37.55,2024-11-09
CUST-100802,Customer 0802,Europe,Professional,8,97.38,2022-05-24
CUST-100803,Customer 0803,APAC,Business,5,147.89,2026-05-03
CUST-100804,Customer 0804,Europe,Business,34,127.72,2023-01-19
CUST-100805,Customer 0805,India,Starter,53,29.5,2021-04-29
CUST-100806,Customer 0806,APAC,Professional,30,74.42,2024-03-14
CUST-100807,Customer 0807,North America,Professional,64,69.01,2026-05-03
CUST-100808,Customer 0808,North America,Professional,44,83.57,2024-03-14
CUST-100809,Customer 0809,APAC,Professional,5,81.54,2023-07-18
CUST-100810,Customer 0810,Europe,Starter,26,41.29,2026-04-03
CUST-100811,Customer 0811,APAC,Enterprise,38,442.74,2021-09-26
CUST-100812,Customer 0812,Europe,Business,11,165.19,2024-08-11
CUST-100813,Customer 0813,Europe,Enterprise,12,569.13,2025-03-09
CUST-100814,Customer 0814,Middle East,Starter,52,42.59,2023-10-16
CUST-100815,Customer 0815,India,Professional,68,72.9,2020-10-01
CUST-100816,Customer 0816,Middle East,Business,12,154.53,2023-08-17
CUST-100817,Customer 0817,North America,Professional,3,83.07,2022-04-24
CUST-100818,Customer 0818,Europe,Professional,15,83.21,2026-01-03
CUST-100819,Customer 0819,India,Starter,52,37.97,2022-08-22
CUST-100820,Customer 0820,APAC,Business,17,154.63,2024-12-09
CUST-100821,Customer 0821,North America,Professional,64,91.49,2022-04-24
CUST-100822,Customer 0822,APAC,Business,9,172.87,2025-09-05
CUST-100823,Customer 0823,APAC,Professional,13,83.97,2025-02-07
CUST-100824,Customer 0824,Europe,Starter,69,33.59,2021-02-28
CUST-100825,Customer 0825,India,Business,22,193.13,2021-10-26
CUST-100826,Customer 0826,India,Professional,44,82.56,2024-11-09
CUST-100827,Customer 0827,APAC,Professional,56,82.22,2020-10-01
CUST-100828,Customer 0828,APAC,Starter,40,29.35,2020-11-30
CUST-100829,Customer 0829,APAC,Business,68,139.78,2022-11-20
CUST-100830,Customer 0830,India,Starter,32,31.91,2024-10-10
CUST-100831,Customer 0831,North America,Business,18,136.61,2026-05-03
CUST-100832,Customer 0832,India,Starter,50,39.04,2022-11-20
CUST-100833,Customer 0833,India,Professional,39,72.96,2021-12-25
CUST-100834,Customer 0834,APAC,Starter,26,41.76,2020-09-01
CUST-100835,Customer 0835,APAC,Professional,52,83.0,2024-04-13
CUST-100836,Customer 0836,APAC,Starter,27,40.83,2020-10-31
CUST-100837,Customer 0837,North America,Starter,19,33.85,2022-08-22
CUST-100838,Customer 0838,Middle East,Professional,62,80.17,2024-07-12
CUST-100839,Customer 0839,Middle East,Professional,41,85.53,2022-11-20
CUST-100840,Customer 0840,APAC,Business,66,91.91,2024-09-10
CUST-100841,Customer 0841,Middle East,Business,17,164.52,2022-09-21
CUST-100842,Customer 0842,APAC,Professional,13,97.56,2021-12-25
CUST-100843,Customer 0843,North America,Professional,58,78.58,2023-11-15
CUST-100844,Customer 0844,APAC,Business,46,138.99,2026-03-04
CUST-100845,Customer 0845,North America,Starter,35,30.87,2021-03-30
CUST-100846,Customer 0846,North America,Enterprise,54,360.28,2024-11-09
CUST-100847,Customer 0847,India,Starter,26,35.81,2023-08-17
CUST-100848,Customer 0848,Middle East,Starter,60,37.05,2023-09-16
CUST-100849,Customer 0849,Middle East,Business,61,146.3,2023-06-18
CUST-100850,Customer 0850,North America,Professional,34,47.31,2025-04-08
CUST-100851,Customer 0851,North America,Professional,40,91.65,2024-01-14
CUST-100852,Customer 0852,APAC,Professional,40,73.67,2024-09-10
CUST-100853,Customer 0853,India,Professional,5,79.81,2024-05-13
CUST-100854,Customer 0854,North America,Professional,23,92.79,2024-11-09
CUST-100855,Customer 0855,Europe,Professional,4,70.04,2025-08-06
CUST-100856,Customer 0856,India,Starter,22,37.34,2023-02-18
CUST-100857,Customer 0857,Europe,Professional,34,92.52,2021-06-28
CUST-100858,Customer 0858,Europe,Business,24,166.96,2024-12-09
CUST-100859,Customer 0859,APAC,Business,59,161.95,2025-11-04
CUST-100860,Customer 0860,Europe,Business,25,150.87,2021-07-28
CUST-100861,Customer 0861,APAC,Starter,31,34.65,2022-06-23
CUST-100862,Customer 0862,APAC,Professional,48,71.54,2024-07-12
CUST-100863,Customer 0863,India,Business,29,167.16,2021-08-27
CUST-100864,Customer 0864,APAC,Starter,27,29.63,2023-11-15
CUST-100865,Customer 0865,Middle East,Starter,69,37.63,2022-05-24
CUST-100866,Customer 0866,Middle East,Starter,25,38.53,2024-11-09
CUST-100867,Customer 0867,Europe,Starter,4,33.23,2023-12-15
CUST-100868,Customer 0868,North America,Enterprise,24,428.16,2023-08-17
CUST-100869,Customer 0869,India,Professional,20,76.56,2023-11-15
CUST-100870,Customer 0870,Europe,Professional,27,79.01,2023-01-19
CUST-100871,Customer 0871,APAC,Enterprise,69,454.59,2022-04-24
CUST-100872,Customer 0872,India,Professional,40,78.78,2023-02-18
CUST-100873,Customer 0873,APAC,Professional,69,74.57,2021-12-25
CUST-100874,Customer 0874,India,Professional,50,78.15,2025-07-07
CUST-100875,Customer 0875,Middle East,Business,67,129.31,2024-02-13
CUST-100876,Customer 0876,APAC,Enterprise,26,382.83,2021-09-26
CUST-100877,Customer 0877,Middle East,Professional,40,82.34,2024-04-13
CUST-100878,Customer 0878,Europe,Starter,26,38.47,2023-08-17
CUST-100879,Customer 0879,Europe,Business,70,129.89,2021-03-30
CUST-100880,Customer 0880,North America,Professional,6,77.95,2022-01-24
CUST-100881,Customer 0881,APAC,Starter,54,32.67,2020-09-01
CUST-100882,Customer 0882,Middle East,Professional,58,97.57,2022-02-23
CUST-100883,Customer 0883,India,Business,12,177.09,2025-11-04
CUST-100884,Customer 0884,Europe,Business,64,168.1,2024-08-11
CUST-100885,Customer 0885,Middle East,Starter,16,35.14,2025-07-07
CUST-100886,Customer 0886,Middle East,Business,6,111.57,2021-08-27
CUST-100887,Customer 0887,Europe,Starter,62,35.07,2023-04-19
CUST-100888,Customer 0888,India,Business,72,153.7,2020-11-30
CUST-100889,Customer 0889,Europe,Professional,3,72.37,2022-03-25
CUST-100890,Customer 0890,North America,Enterprise,37,415.82,2022-10-21
CUST-100891,Customer 0891,India,Professional,62,72.74,2022-07-23
CUST-100892,Customer 0892,Europe,Professional,30,66.07,2024-09-10
CUST-100893,Customer 0893,Europe,Starter,11,38.84,2022-07-23
CUST-100894,Customer 0894,APAC,Professional,68,88.74,2024-12-09
CUST-100895,Customer 0895,Middle East,Starter,59,35.44,2021-07-28
CUST-100896,Customer 0896,Europe,Professional,12,81.61,2023-06-18
CUST-100897,Customer 0897,Middle East,Starter,37,34.53,2020-12-30
CUST-100898,Customer 0898,APAC,Professional,60,94.93,2021-06-28
CUST-100899,Customer 0899,Europe,Starter,39,37.01,2023-01-19
CUST-100900,Customer 0900,Middle East,Professional,57,94.49,2024-01-14
CUST-100901,Customer 0901,North America,Professional,67,61.48,2020-10-31
CUST-100902,Customer 0902,Middle East,Business,51,159.6,2025-12-04
CUST-100903,Customer 0903,APAC,Professional,22,82.65,2025-07-07
CUST-100904,Customer 0904,Europe,Professional,16,95.09,2025-05-08
CUST-100905,Customer 0905,North America,Business,61,169.38,2026-05-03
CUST-100906,Customer 0906,Europe,Starter,8,31.43,2021-06-28
CUST-100907,Customer 0907,North America,Professional,49,82.93,2025-11-04
CUST-100908,Customer 0908,APAC,Starter,71,28.47,2020-10-31
CUST-100909,Customer 0909,Middle East,Enterprise,66,444.27,2021-07-28
CUST-100910,Customer 0910,India,Professional,68,72.66,2026-03-04
CUST-100911,Customer 0911,APAC,Professional,24,75.86,2024-07-12
CUST-100912,Customer 0912,North America,Starter,42,38.28,2021-02-28
CUST-100913,Customer 0913,North America,Professional,39,64.53,2025-08-06
CUST-100914,Customer 0914,APAC,Business,66,173.29,2024-12-09
CUST-100915,Customer 0915,North America,Business,20,151.38,2026-05-03
CUST-100916,Customer 0916,North America,Professional,31,77.63,2023-11-15
CUST-100917,Customer 0917,APAC,Professional,42,76.59,2025-09-05
CUST-100918,Customer 0918,North America,Business,13,164.62,2022-04-24
CUST-100919,Customer 0919,Middle East,Enterprise,39,351.49,2021-03-30
CUST-100920,Customer 0920,Europe,Business,67,156.26,2023-06-18
CUST-100921,Customer 0921,North America,Enterprise,8,483.72,2023-03-20
CUST-100922,Customer 0922,India,Business,7,172.04,2022-01-24
CUST-100923,Customer 0923,APAC,Business,14,186.11,2022-11-20
CUST-100924,Customer 0924,India,Starter,59,37.05,2024-10-10
CUST-100925,Customer 0925,Europe,Professional,67,58.5,2022-01-24
CUST-100926,Customer 0926,Middle East,Professional,70,85.86,2023-07-18
CUST-100927,Customer 0927,India,Starter,64,31.34,2023-09-16
CUST-100928,Customer 0928,Middle East,Starter,64,38.75,2025-08-06
CUST-100929,Customer 0929,APAC,Enterprise,61,406.87,2025-12-04
CUST-100930,Customer 0930,India,Starter,27,40.08,2022-05-24
CUST-100931,Customer 0931,India,Professional,12,68.55,2024-07-12
CUST-100932,Customer 0932,North America,Starter,24,34.39,2023-10-16
CUST-100933,Customer 0933,APAC,Business,59,173.95,2023-11-15
CUST-100934,Customer 0934,Middle East,Professional,57,68.95,2023-10-16
CUST-100935,Customer 0935,APAC,Professional,5,76.7,2022-11-20
CUST-100936,Customer 0936,India,Business,62,141.12,2021-08-27
CUST-100937,Customer 0937,Europe,Starter,18,44.62,2021-11-25
CUST-100938,Customer 0938,India,Business,53,166.44,2024-07-12
CUST-100939,Customer 0939,Middle East,Business,57,161.12,2023-02-18
CUST-100940,Customer 0940,APAC,Starter,64,34.0,2024-08-11
CUST-100941,Customer 0941,North America,Starter,72,26.19,2022-07-23
CUST-100942,Customer 0942,North America,Professional,5,81.59,2022-04-24
CUST-100943,Customer 0943,Middle East,Professional,33,78.45,2022-09-21
CUST-100944,Customer 0944,APAC,Professional,51,79.66,2023-05-19
CUST-100945,Customer 0945,North America,Starter,24,33.76,2024-01-14
CUST-100946,Customer 0946,Middle East,Professional,58,82.72,2023-06-18
CUST-100947,Customer 0947,APAC,Business,72,141.84,2021-11-25
CUST-100948,Customer 0948,North America,Business,57,164.52,2021-04-29
CUST-100949,Customer 0949,North America,Starter,18,43.29,2023-06-18
CUST-100950,Customer 0950,APAC,Starter,53,39.21,2025-09-05
CUST-100951,Customer 0951,India,Professional,45,78.97,2021-08-27
CUST-100952,Customer 0952,Middle East,Professional,36,76.37,2022-09-21
CUST-100953,Customer 0953,India,Starter,70,31.77,2026-03-04
CUST-100954,Customer 0954,India,Professional,63,79.67,2021-03-30
CUST-100955,Customer 0955,Europe,Professional,4,72.96,2022-10-21
CUST-100956,Customer 0956,Europe,Starter,25,33.89,2026-03-04
CUST-100957,Customer 0957,North America,Starter,48,37.79,2023-03-20
CUST-100958,Customer 0958,Middle East,Professional,41,76.9,2022-05-24
CUST-100959,Customer 0959,India,Professional,46,59.76,2021-05-29
CUST-100960,Customer 0960,North America,Professional,16,81.94,2024-01-14
CUST-100961,Customer 0961,Europe,Starter,36,31.48,2025-01-08
CUST-100962,Customer 0962,Europe,Starter,47,32.8,2024-08-11
CUST-100963,Customer 0963,Middle East,Professional,19,101.85,2024-05-13
CUST-100964,Customer 0964,APAC,Professional,50,70.44,2021-12-25
CUST-100965,Customer 0965,Europe,Professional,71,99.8,2025-10-05
CUST-100966,Customer 0966,APAC,Professional,64,89.98,2021-04-29
CUST-100967,Customer 0967,Europe,Starter,38,30.61,2025-01-08
CUST-100968,Customer 0968,Middle East,Professional,37,88.48,2022-04-24
CUST-100969,Customer 0969,North America,Professional,5,81.62,2022-08-22
CUST-100970,Customer 0970,Middle East,Professional,54,76.04,2021-08-27
CUST-100971,Customer 0971,North America,Starter,21,34.01,2021-07-28
CUST-100972,Customer 0972,Europe,Starter,44,33.62,2021-11-25
CUST-100973,Customer 0973,Europe,Starter,16,35.08,2022-04-24
CUST-100974,Customer 0974,APAC,Business,29,200.03,2024-01-14
CUST-100975,Customer 0975,India,Professional,45,90.23,2021-06-28
CUST-100976,Customer 0976,Middle East,Starter,25,40.8,2023-03-20
CUST-100977,Customer 0977,North America,Professional,61,88.9,2025-03-09
CUST-100978,Customer 0978,North America,Enterprise,63,384.39,2025-09-05
CUST-100979,Customer 0979,Europe,Starter,10,39.84,2024-10-10
CUST-100980,Customer 0980,Europe,Professional,29,74.52,2025-08-06
CUST-100981,Customer 0981,India,Starter,9,29.25,2025-05-08
CUST-100982,Customer 0982,APAC,Starter,71,39.56,2020-12-30
CUST-100983,Customer 0983,APAC,Starter,41,27.31,2023-12-15
CUST-100984,Customer 0984,India,Business,45,181.4,2023-07-18
CUST-100985,Customer 0985,North America,Professional,42,88.86,2026-02-02
CUST-100986,Customer 0986,APAC,Business,57,181.41,2022-11-20
CUST-100987,Customer 0987,Europe,Professional,32,88.64,2022-07-23
CUST-100988,Customer 0988,APAC,Business,6,146.6,2023-10-16
CUST-100989,Customer 0989,APAC,Starter,3,31.95,2021-10-26
CUST-100990,Customer 0990,India,Professional,52,69.17,2021-09-26
CUST-100991,Customer 0991,Europe,Enterprise,45,408.68,2023-08-17
CUST-100992,Customer 0992,India,Professional,18,93.64,2024-01-14
CUST-100993,Customer 0993,North America,Business,14,153.83,2020-12-30
CUST-100994,Customer 0994,APAC,Professional,28,85.24,2024-04-13
CUST-100995,Customer 0995,North America,Business,47,147.99,2025-04-08
CUST-100996,Customer 0996,North America,Starter,34,40.1,2025-03-09
CUST-100997,Customer 0997,Europe,Business,48,144.85,2021-01-29
CUST-100998,Customer 0998,India,Enterprise,41,420.51,2025-03-09
CUST-100999,Customer 0999,Europe,Enterprise,52,434.97,2025-09-05
CUST-101000,Customer 1000,India,Professional,14,60.49,2022-09-21
CUST-101001,Customer 1001,North America,Professional,14,85.39,2023-01-19
CUST-101002,Customer 1002,APAC,Professional,56,74.82,2025-11-04
CUST-101003,Customer 1003,Middle East,Professional,13,71.53,2022-02-23
CUST-101004,Customer 1004,North America,Professional,7,66.12,2025-10-05
CUST-101005,Customer 1005,North America,Professional,50,79.92,2025-10-05
CUST-101006,Customer 1006,India,Professional,10,66.34,2022-10-21
CUST-101007,Customer 1007,North America,Starter,14,26.19,2024-08-11
CUST-101008,Customer 1008,India,Business,37,157.55,2025-10-05
CUST-101009,Customer 1009,APAC,Business,70,164.77,2024-12-09
CUST-101010,Customer 1010,India,Professional,53,72.64,2024-01-14
CUST-101011,Customer 1011,India,Starter,7,32.46,2024-06-12
CUST-101012,Customer 1012,Middle East,Starter,49,32.5,2025-01-08
CUST-101013,Customer 1013,Middle East,Business,55,148.19,2025-12-04
CUST-101014,Customer 1014,Europe,Business,64,152.59,2024-03-14
CUST-101015,Customer 1015,Middle East,Starter,69,39.2,2025-05-08
CUST-101016,Customer 1016,Europe,Professional,59,71.62,2024-05-13
CUST-101017,Customer 1017,India,Professional,54,83.47,2022-12-20
CUST-101018,Customer 1018,North America,Starter,32,39.69,2022-08-22
CUST-101019,Customer 1019,North America,Business,71,169.09,2022-09-21
CUST-101020,Customer 1020,Europe,Professional,53,66.69,2023-02-18
CUST-101021,Customer 1021,North America,Professional,24,80.49,2026-04-03
CUST-101022,Customer 1022,Middle East,Business,58,188.9,2022-04-24
CUST-101023,Customer 1023,North America,Starter,44,30.16,2025-08-06
CUST-101024,Customer 1024,North America,Starter,39,37.08,2022-10-21
CUST-101025,Customer 1025,Europe,Enterprise,47,384.32,2025-01-08
CUST-101026,Customer 1026,Middle East,Enterprise,49,444.5,2023-06-18
CUST-101027,Customer 1027,APAC,Professional,26,72.85,2023-02-18
CUST-101028,Customer 1028,Middle East,Business,60,166.6,2025-09-05
CUST-101029,Customer 1029,Middle East,Professional,30,90.98,2024-07-12
CUST-101030,Customer 1030,Middle East,Professional,3,96.5,2026-05-03
CUST-101031,Customer 1031,India,Professional,46,78.63,2026-04-03
CUST-101032,Customer 1032,APAC,Professional,38,71.82,2026-05-03
CUST-101033,Customer 1033,APAC,Professional,42,71.99,2022-06-23
CUST-101034,Customer 1034,India,Starter,16,39.38,2021-02-28
CUST-101035,Customer 1035,India,Business,52,159.75,2026-04-03
CUST-101036,Customer 1036,APAC,Professional,10,82.83,2025-11-04
CUST-101037,Customer 1037,North America,Professional,10,66.85,2022-03-25
CUST-101038,Customer 1038,APAC,Starter,62,26.97,2023-12-15
CUST-101039,Customer 1039,North America,Business,32,168.66,2022-02-23
CUST-101040,Customer 1040,India,Starter,15,36.84,2023-04-19
CUST-101041,Customer 1041,North America,Professional,11,71.3,2023-10-16
CUST-101042,Customer 1042,Middle East,Business,12,159.82,2025-11-04
CUST-101043,Customer 1043,North America,Enterprise,18,352.52,2020-09-01
CUST-101044,Customer 1044,India,Starter,66,29.31,2025-05-08
CUST-101045,Customer 1045,India,Professional,24,76.59,2023-11-15
CUST-101046,Customer 1046,APAC,Professional,63,74.37,2021-10-26
CUST-101047,Customer 1047,India,Business,17,156.32,2025-01-08
CUST-101048,Customer 1048,APAC,Enterprise,50,375.74,2025-04-08
CUST-101049,Customer 1049,North America,Professional,52,70.7,2025-05-08
CUST-101050,Customer 1050,North America,Starter,67,34.1,2024-03-14
CUST-101051,Customer 1051,APAC,Professional,61,98.87,2025-11-04
CUST-101052,Customer 1052,India,Business,71,186.2,2025-11-04
CUST-101053,Customer 1053,Middle East,Starter,23,39.85,2026-05-03
CUST-101054,Customer 1054,Middle East,Professional,64,88.44,2022-12-20
CUST-101055,Customer 1055,APAC,Starter,43,35.96,2021-02-28
CUST-101056,Customer 1056,North America,Starter,8,38.25,2024-10-10
CUST-101057,Customer 1057,Europe,Professional,31,93.42,2024-05-13
CUST-101058,Customer 1058,India,Starter,49,35.73,2023-01-19
CUST-101059,Customer 1059,Middle East,Business,13,187.46,2024-04-13
CUST-101060,Customer 1060,Europe,Business,56,187.98,2022-10-21
CUST-101061,Customer 1061,India,Professional,49,71.09,2023-06-18
CUST-101062,Customer 1062,India,Business,23,183.07,2024-03-14
CUST-101063,Customer 1063,APAC,Professional,29,88.53,2025-09-05
CUST-101064,Customer 1064,Europe,Starter,13,34.47,2021-04-29
CUST-101065,Customer 1065,APAC,Enterprise,56,389.85,2020-12-30
CUST-101066,Customer 1066,India,Professional,47,59.35,2021-06-28
CUST-101067,Customer 1067,India,Business,38,175.57,2021-03-30
CUST-101068,Customer 1068,APAC,Professional,68,64.38,2021-04-29
CUST-101069,Customer 1069,India,Professional,52,71.31,2025-04-08
CUST-101070,Customer 1070,North America,Starter,66,31.85,2023-10-16
CUST-101071,Customer 1071,Europe,Professional,15,75.53,2025-10-05
CUST-101072,Customer 1072,APAC,Starter,41,36.48,2021-08-27
CUST-101073,Customer 1073,Middle East,Business,57,212.42,2023-07-18
CUST-101074,Customer 1074,India,Starter,45,36.25,2023-03-20
CUST-101075,Customer 1075,Europe,Starter,53,40.91,2026-03-04
CUST-101076,Customer 1076,Middle East,Business,35,150.27,2024-03-14
CUST-101077,Customer 1077,Europe,Business,9,163.64,2023-06-18
CUST-101078,Customer 1078,India,Starter,18,35.34,2022-11-20
CUST-101079,Customer 1079,APAC,Professional,40,82.85,2020-11-30
CUST-101080,Customer 1080,India,Professional,28,89.79,2022-02-23
CUST-101081,Customer 1081,APAC,Professional,56,66.98,2024-05-13
CUST-101082,Customer 1082,Middle East,Professional,59,94.98,2023-09-16
CUST-101083,Customer 1083,Middle East,Starter,48,35.03,2026-02-02
CUST-101084,Customer 1084,Europe,Professional,4,80.1,2021-07-28
CUST-101085,Customer 1085,Europe,Professional,43,86.13,2024-04-13
CUST-101086,Customer 1086,North America,Business,42,187.05,2024-07-12
CUST-101087,Customer 1087,North America,Professional,72,70.28,2024-02-13
CUST-101088,Customer 1088,India,Professional,59,87.43,2022-07-23
CUST-101089,Customer 1089,APAC,Business,53,145.42,2022-12-20
CUST-101090,Customer 1090,North America,Starter,35,31.95,2022-08-22
CUST-101091,Customer 1091,North America,Business,66,133.34,2023-01-19
CUST-101092,Customer 1092,APAC,Professional,39,94.51,2024-05-13
CUST-101093,Customer 1093,India,Business,68,197.33,2023-06-18
CUST-101094,Customer 1094,Middle East,Business,34,168.74,2023-09-16
CUST-101095,Customer 1095,North America,Professional,31,60.57,2022-08-22
CUST-101096,Customer 1096,Europe,Professional,67,81.1,2023-09-16
CUST-101097,Customer 1097,India,Business,23,144.62,2023-11-15
CUST-101098,Customer 1098,Europe,Starter,28,43.45,2023-08-17
CUST-101099,Customer 1099,Europe,Business,61,153.85,2021-04-29
CUST-101100,Customer 1100,North America,Professional,67,88.96,2024-09-10
CUST-101101,Customer 1101,Europe,Business,5,158.7,2025-12-04
CUST-101102,Customer 1102,Europe,Starter,49,33.52,2026-01-03
CUST-101103,Customer 1103,India,Professional,70,87.91,2026-01-03
CUST-101104,Customer 1104,North America,Professional,5,91.01,2020-12-30
CUST-101105,Customer 1105,India,Professional,4,69.82,2023-04-19
CUST-101106,Customer 1106,Middle East,Business,21,151.83,2022-04-24
CUST-101107,Customer 1107,APAC,Business,67,168.57,2022-10-21
CUST-101108,Customer 1108,APAC,Professional,14,67.63,2022-03-25
CUST-101109,Customer 1109,Europe,Professional,26,69.7,2022-08-22
CUST-101110,Customer 1110,India,Business,47,157.94,2022-04-24
CUST-101111,Customer 1111,India,Professional,6,67.9,2023-07-18
CUST-101112,Customer 1112,North America,Professional,11,93.91,2021-02-28
CUST-101113,Customer 1113,Middle East,Professional,23,72.15,2025-11-04
CUST-101114,Customer 1114,Europe,Starter,24,33.15,2023-09-16
CUST-101115,Customer 1115,APAC,Starter,16,35.89,2023-06-18
CUST-101116,Customer 1116,North America,Starter,36,29.32,2024-03-14
CUST-101117,Customer 1117,Middle East,Business,66,156.55,2021-03-30
CUST-101118,Customer 1118,Europe,Professional,70,78.89,2023-08-17
